Gender, Martial_Status, checking_account, Duration, Credit_history, Purpose, Credit_amount, Saving_Account, Employment, Installment, Debtors, Residence, Propety, Age, Other_installment, Housing, Credits, Job, Number_of_People, Telephone, Foreign_worker, Type_of_customer
female, divorced/separated/married, 0-200 DM, 30, all paid back duly, business, 4221, <100 DM, 1-4 years, 2, none, 1, other, 28, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 18, other credits existing, furniture/equipment, 6361, <100 DM, >= 7 years, 2, none, 1, np property, 41, none, own, 1, skilled employee, 1, yes, yes, 1
male, married/widowed, >=200 DM, 12, existing paid back duly till now, radio/television, 1297, <100 DM, 1-4 years, 3, none, 4, real estate, 23, none, rent, 1, skilled employee, 1, none, yes, 1
male, married/widowed, 0 DM, 12, existing paid back duly till now, new car, 900, unknown, 1-4 years, 4, none, 2, other, 23, none, own, 1, skilled employee, 1, none, yes, 2
male, single, no account, 21, existing paid back duly till now, furniture/equipment, 2241, <100 DM, >= 7 years, 4, none, 2, real estate, 50, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 6, delay in paying off, furniture/equipment, 1050, <100 DM, unemplyed, 4, none, 1, society saving agreement, 35, stores, own, 2, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, >=200 DM, 6, other credits existing, education, 1047, <100 DM, 1-4 years, 2, none, 4, society saving agreement, 50, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, no account, 24, other credits existing, others, 6314, <100 DM, unemplyed, 4, co-applicant, 2, np property, 27, bank, own, 2, manager/self-employed, 1, yes, yes, 1
male, single, 0-200 DM, 30, all at this bank paid back duly, furniture/equipment, 3496, >=100 DM, 1-4 years, 4, none, 2, other, 34, stores, own, 1, skilled employee, 2, yes, yes, 1
female, divorced/separated/married, no account, 48, all at this bank paid back duly, business, 3609, <100 DM, 1-4 years, 1, none, 1, real estate, 27, stores, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 12, other credits existing, new car, 4843, <100 DM, >= 7 years, 3, co-applicant, 4, society saving agreement, 43, none, rent, 2, skilled employee, 1, yes, yes, 2
male, single, >=200 DM, 30, other credits existing, radio/television, 3017, <100 DM, >= 7 years, 4, none, 4, society saving agreement, 47, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 24, other credits existing, business, 4139, <100-500 DM, 1-4 years, 3, none, 3, society saving agreement, 27, none, own, 2, unskilled resident, 1, yes, yes, 1
male, single, no account, 36, existing paid back duly till now, business, 5742, <100-500 DM, 4-7 years, 2, none, 2, other, 31, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 60, existing paid back duly till now, new car, 10366, <100 DM, >= 7 years, 2, none, 4, society saving agreement, 42, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, married/widowed, no account, 6, other credits existing, new car, 2080, <500-1000 DM, 1-4 years, 1, none, 2, other, 24, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 21, delay in paying off, business, 2580, <500-1000 DM, <1 year, 4, none, 2, real estate, 41, bank, own, 1, unskilled resident, 2, none, yes, 2
female, divorced/separated/married, no account, 30, other credits existing, radio/television, 4530, <100 DM, 4-7 years, 4, none, 4, other, 26, none, rent, 1, manager/self-employed, 1, yes, yes, 1
male, single, no account, 24, other credits existing, furniture/equipment, 5150, <100 DM, >= 7 years, 4, none, 4, other, 33, none, own, 1, skilled employee, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 72, existing paid back duly till now, radio/television, 5595, <100-500 DM, 1-4 years, 2, none, 2, other, 24, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 24, existing paid back duly till now, radio/television, 2384, <100 DM, >= 7 years, 4, none, 4, real estate, 64, bank, rent, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 18, existing paid back duly till now, radio/television, 1453, <100 DM, <1 year, 3, none, 1, real estate, 26, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 6, existing paid back duly till now, education, 1538, <100 DM, <1 year, 1, none, 2, np property, 56, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 12, existing paid back duly till now, radio/television, 2279, unknown, 1-4 years, 4, none, 4, np property, 37, none, for free, 1, skilled employee, 1, yes, yes, 1
male, married/widowed, no account, 15, delay in paying off, radio/television, 1478, <100 DM, 1-4 years, 4, none, 3, real estate, 33, bank, own, 2, skilled employee, 1, none, yes, 1
male, married/widowed, no account, 24, other credits existing, radio/television, 5103, <100 DM, <1 year, 3, none, 3, np property, 47, none, for free, 3, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 36, delay in paying off, business, 9857, <100-500 DM, 4-7 years, 1, none, 3, society saving agreement, 31, none, own, 2, unskilled resident, 2, yes, yes, 1
male, single, no account, 60, existing paid back duly till now, new car, 6527, unknown, 1-4 years, 4, none, 4, np property, 34, none, for free, 1, skilled employee, 2, yes, yes, 1
male, single, >=200 DM, 10, other credits existing, radio/television, 1347, unknown, 4-7 years, 4, none, 2, society saving agreement, 27, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 36, delay in paying off, new car, 2862, <100-500 DM, >= 7 years, 4, none, 3, np property, 30, none, for free, 1, skilled employee, 1, none, yes, 1
male, single, no account, 9, existing paid back duly till now, radio/television, 2753, <100-500 DM, >= 7 years, 3, co-applicant, 4, other, 35, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 12, existing paid back duly till now, new car, 3651, >=100 DM, 1-4 years, 1, none, 3, society saving agreement, 31, none, own, 1, skilled employee, 2, none, yes, 1
male, divorced/separated, 0 DM, 15, other credits existing, furniture/equipment, 975, <100 DM, 1-4 years, 2, none, 3, society saving agreement, 25, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 15, existing paid back duly till now, repairs, 2631, <100-500 DM, 1-4 years, 3, none, 2, real estate, 25, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, 0-200 DM, 24, existing paid back duly till now, radio/television, 2896, <100-500 DM, <1 year, 2, none, 1, other, 29, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 6, other credits existing, new car, 4716, unknown, <1 year, 1, none, 3, real estate, 44, none, own, 2, unskilled resident, 2, none, yes, 1
male, single, no account, 24, existing paid back duly till now, radio/television, 2284, <100 DM, 4-7 years, 4, none, 2, other, 28, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 6, existing paid back duly till now, used car, 1236, <500-1000 DM, 1-4 years, 2, none, 4, society saving agreement, 50, none, rent, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 12, existing paid back duly till now, radio/television, 1103, <100 DM, 4-7 years, 4, guarantor, 3, real estate, 29, none, own, 2, skilled employee, 1, none, no, 1
female, divorced/separated/married, no account, 12, other credits existing, new car, 926, <100 DM, unemplyed, 1, none, 2, society saving agreement, 38, none, own, 1, unskilled non-resident, 1, none, yes, 1
male, single, no account, 18, other credits existing, radio/television, 1800, <100 DM, 1-4 years, 4, none, 2, other, 24, none, own, 2, skilled employee, 1, none, yes, 1
male, single, >=200 DM, 15, existing paid back duly till now, education, 1905, <100 DM, >= 7 years, 4, none, 4, other, 40, none, rent, 1, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, no account, 12, existing paid back duly till now, furniture/equipment, 1123, <500-1000 DM, 1-4 years, 4, none, 4, other, 29, none, rent, 1, unskilled resident, 1, none, yes, 2
male, single, 0 DM, 48, other credits existing, used car, 6331, <100 DM, >= 7 years, 4, none, 4, np property, 46, none, for free, 2, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, >=200 DM, 24, existing paid back duly till now, radio/television, 1377, <100-500 DM, >= 7 years, 4, none, 2, np property, 47, none, for free, 1, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 30, delay in paying off, business, 2503, <100-500 DM, >= 7 years, 4, none, 2, society saving agreement, 41, stores, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 27, existing paid back duly till now, business, 2528, <100 DM, <1 year, 4, none, 1, society saving agreement, 32, none, own, 1, skilled employee, 2, yes, yes, 1
female, divorced/separated/married, no account, 15, existing paid back duly till now, new car, 5324, <500-1000 DM, >= 7 years, 1, none, 4, np property, 35, none, for free, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 48, existing paid back duly till now, new car, 6560, <100-500 DM, 4-7 years, 3, none, 2, society saving agreement, 24, none, own, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 12, all paid back duly, furniture/equipment, 2969, <100 DM, <1 year, 4, none, 3, society saving agreement, 25, none, rent, 2, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 9, existing paid back duly till now, radio/television, 1206, <100 DM, >= 7 years, 4, none, 4, real estate, 25, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 9, existing paid back duly till now, radio/television, 2118, <100 DM, 1-4 years, 2, none, 2, real estate, 37, none, own, 1, unskilled resident, 2, none, yes, 1
male, single, no account, 18, other credits existing, radio/television, 629, <500-1000 DM, >= 7 years, 4, none, 3, society saving agreement, 32, bank, own, 2, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 6, all at this bank paid back duly, education, 1198, <100 DM, >= 7 years, 4, none, 4, np property, 35, none, for free, 1, skilled employee, 1, none, yes, 2
male, single, no account, 21, existing paid back duly till now, used car, 2476, unknown, >= 7 years, 4, none, 4, real estate, 46, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0 DM, 9, other credits existing, radio/television, 1138, <100 DM, 1-4 years, 4, none, 4, real estate, 25, none, own, 2, unskilled resident, 1, none, yes, 1
male, single, 0-200 DM, 60, existing paid back duly till now, new car, 14027, <100 DM, 4-7 years, 4, none, 2, np property, 27, none, own, 1, manager/self-employed, 1, yes, yes, 2
male, single, no account, 30, other credits existing, used car, 7596, unknown, >= 7 years, 1, none, 4, other, 63, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 30, other credits existing, radio/television, 3077, unknown, >= 7 years, 3, none, 2, other, 40, none, own, 2, skilled employee, 2, yes, yes, 1
male, single, no account, 18, existing paid back duly till now, radio/television, 1505, <100 DM, 1-4 years, 4, none, 2, np property, 32, none, for free, 1, manager/self-employed, 1, yes, yes, 1
male, single, >=200 DM, 24, other credits existing, radio/television, 3148, unknown, 1-4 years, 3, none, 2, other, 31, none, own, 2, skilled employee, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 20, all paid back duly, used car, 6148, <100-500 DM, >= 7 years, 3, none, 4, other, 31, bank, own, 2, skilled employee, 1, yes, yes, 1
male, single, >=200 DM, 9, all paid back duly, radio/television, 1337, <100 DM, <1 year, 4, none, 2, other, 34, none, own, 2, manager/self-employed, 1, yes, yes, 2
female, divorced/separated/married, 0-200 DM, 6, all at this bank paid back duly, education, 433, >=100 DM, <1 year, 4, none, 2, society saving agreement, 24, bank, rent, 1, skilled employee, 2, none, yes, 2
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, new car, 1228, <100 DM, 1-4 years, 4, none, 2, real estate, 24, none, own, 1, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 9, existing paid back duly till now, radio/television, 790, <500-1000 DM, 1-4 years, 4, none, 3, real estate, 66, none, own, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 27, existing paid back duly till now, new car, 2570, <100 DM, 1-4 years, 3, none, 3, real estate, 21, none, rent, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 6, other credits existing, new car, 250, >=100 DM, 1-4 years, 2, none, 2, real estate, 41, bank, own, 2, unskilled resident, 1, none, yes, 1
male, married/widowed, no account, 15, other credits existing, radio/television, 1316, <500-1000 DM, 1-4 years, 2, none, 2, society saving agreement, 47, none, own, 2, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 18, existing paid back duly till now, radio/television, 1882, <100 DM, 1-4 years, 4, none, 4, other, 25, bank, rent, 2, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 48, all at this bank paid back duly, business, 6416, <100 DM, >= 7 years, 4, none, 3, np property, 59, none, rent, 1, skilled employee, 1, none, yes, 2
male, divorced/separated, >=200 DM, 24, other credits existing, business, 1275, >=100 DM, 1-4 years, 2, none, 4, real estate, 36, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 24, delay in paying off, radio/television, 6403, <100 DM, <1 year, 1, none, 2, other, 33, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 24, existing paid back duly till now, radio/television, 1987, <100 DM, 1-4 years, 2, none, 4, real estate, 21, none, rent, 1, unskilled resident, 2, none, yes, 2
female, divorced/separated/married, 0-200 DM, 8, existing paid back duly till now, radio/television, 760, <100 DM, 4-7 years, 4, guarantor, 2, real estate, 44, none, own, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 24, existing paid back duly till now, used car, 2603, >=100 DM, 1-4 years, 2, none, 4, other, 28, none, rent, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, no account, 4, other credits existing, new car, 3380, <100 DM, 4-7 years, 1, none, 1, real estate, 37, none, own, 1, skilled employee, 2, none, yes, 1
female, divorced/separated/married, 0-200 DM, 36, all at this bank paid back duly, domestic appliances, 3990, unknown, <1 year, 3, none, 2, np property, 29, bank, own, 1, unskilled non-resident, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 24, existing paid back duly till now, used car, 11560, <100 DM, 1-4 years, 1, none, 4, other, 23, none, rent, 2, manager/self-employed, 1, none, yes, 2
